Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Baked Coconut Chicken Tikka Masala,https://www.halfbakedharvest.com/baked-coconut-chicken-tikka-masala/,Half Baked Harvest,91.0,Entree,Indian,4.36 (31 ratings),Chicken tikka masala with a coconut milk base baked in the oven. Fragrant and creamy with a weeknight-friendly approach.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Crispy Black Bean Sweet Potato Enchiladas,https://www.halfbakedharvest.com/crispy-black-bean-sweet-potato-enchiladas/,Half Baked Harvest,91.0,Entree,Latin/South American,4.68 (28 ratings),"Crispy baked enchiladas stuffed with black beans and sweet potato, topped with salsa verde. Satisfying plant-based entree.",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Tacos/Wraps
Sesame Peanut Chicken Katsu Ramen,https://www.halfbakedharvest.com/sesame-peanut-chicken-katsu-ramen/,Half Baked Harvest,91.0,Entree,Asian,4.74 (19 ratings),Crispy chicken katsu over ramen noodles in a sesame peanut broth. Creative fusion of Japanese katsu and ramen bowl.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Noodles
Braised Black Pepper Short Ribs,https://www.halfbakedharvest.com/braised-black-pepper-short-ribs/,Half Baked Harvest,91.0,Entree,American,4.92 (12 ratings),"Short ribs braised in a bold black pepper sauce until meltingly tender. Deep, rich flavor worth every minute of cook time.",,,,,,,,,,,,,,,,,,,,,,,,,Beef,Slow-Cooked
One-Pot Thai Chicken Curry,https://alexandracooks.com/2019/09/22/one-pot-thai-chicken-curry/,Alexandra Cooks,87.0,Entree,Asian,4.9 (175 ratings),Quick one-pot Thai chicken curry with coconut milk and aromatic spices. Weeknight-friendly and deeply flavorful.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Honey Mustard Baked Chicken Legs,https://alexandracooks.com/2013/01/14/an-oldie-but-a-goodie-honey-baked-chicken-legs/,Alexandra Cooks,87.0,Entree,American,4.8 (29 ratings),Chicken legs glazed in honey mustard and baked until golden and sticky. Simple and crowd-pleasing.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Thin and Crispy 3-Minute Chicken Cutlets,https://alexandracooks.com/2026/03/06/thin-crispy-3-minute-chicken-cutlets/,Alexandra Cooks,87.0,Entree,American,5 (11 ratings),"Ultra-thin chicken cutlets pan-fried in minutes to crispy perfection. Fast, elegant weeknight protein.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Seared/Fried
Juicy Oven-Baked Baby Back Ribs,https://alexandracooks.com/2010/04/08/the-easiest-best-ribs-you-will-ever-make-delicious-buttermilk-cornbread/,Alexandra Cooks,87.0,Entree,American,5 (9 ratings),Fall-off-the-bone baby back ribs baked low and slow in the oven. Simple technique with deeply savory results.,,,,,,,1,,,1,,,,,,1,,,,,,,1,Replace honey with a liquid allulose sweetener.,Beef,Roasted/Baked
Perfect Roast Chicken,https://alexandracooks.com/2019/01/25/how-to-roast-a-chicken-and-make-the-most-of-it/,Alexandra Cooks,87.0,Entree,American,5 (16 ratings),"The perfect juicy, crisp-skinned whole roast chicken with a technique-first approach. Makes the most of every part.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Crispy Chicken Thighs with Preserved Lemon,https://alexandracooks.com/2020/04/09/crispy-chicken-thighs-preserved-lemon/,Alexandra Cooks,87.0,Entree,Mediterranean,NR,"Pan-seared chicken thighs crisped in a skillet with preserved lemon and fresh herbs. Bright, simple, stunning.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Sheet Pan Roast Chicken and Cabbage,https://alexandracooks.com/2021/03/15/sheet-pan-roasted-chicken-thighs-and-cabbage/,Alexandra Cooks,87.0,Entree,American,NR,"Chicken thighs roasted over caramelized cabbage wedges on a single sheet pan. Humble ingredients, surprising depth.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Weeknight Skirt Steak Sandwiches with Herbed Mayo,https://alexandracooks.com/2017/06/21/skirt-steak-sandwiches-herbed-mayonnaise-arugula/,Alexandra Cooks,87.0,Entree,American,NR,"Grilled skirt steak on crusty bread with bright herbed mayo and arugula. Fast, satisfying weeknight dinner.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Sandwich/Burger
Mediterranean Baked Cod,https://foolproofliving.com/mediterranean-baked-cod/,Foolproof Living,75.0,Entree,Mediterranean,5 (1 rating),"Cod baked with Mediterranean vegetables, olives, and herbs in a tomato sauce. Light, healthy, and weeknight-ready.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Roasted/Baked
Harissa Salmon,https://foolproofliving.com/harissa-salmon/,Foolproof Living,75.0,Entree,Mediterranean,NR,Salmon fillets coated in bold harissa paste and roasted until tender. North African spice profile with minimal effort.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Slow Baked Salmon with Butter Beans,https://foolproofliving.com/slow-baked-salmon-butter-beans/,Foolproof Living,75.0,Entree,Mediterranean,5 (2 ratings),"Salmon baked low and slow for silky texture, served over creamy butter beans. Elegant and effortless.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Blackened Cod,https://foolproofliving.com/blackened-cod/,Foolproof Living,75.0,Entree,American,5 (2 ratings),"Cod filets coated in a bold Cajun spice blend and seared until deeply charred. Quick, flavor-packed weeknight fish.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Entree
Stuffed Onions with Ground Beef and Rice,https://foolproofliving.com/stuffed-onions/,Foolproof Living,75.0,Entree,Mediterranean,5 (1 rating),Tender onions stuffed with seasoned ground beef and rice in a tomato broth. Middle Eastern-inspired comfort dish.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Rice Dish
Grilled Sockeye Salmon,https://foolproofliving.com/grilled-sockeye-salmon/,Foolproof Living,75.0,Entree,American,5 (2 ratings),Sockeye salmon grilled to perfection with a simple herb marinade. Foolproof technique for peak salmon season.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Grilled
Firecracker Chicken,https://thewoksoflife.com/firecracker-chicken/,The Woks of Life,74.0,Entree,Asian,5 (2 ratings),"Crispy chicken in a sweet, spicy firecracker sauce. Bold flavors balanced between heat and sweetness.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Sheet Pan Peruvian Chicken Thighs,https://thewoksoflife.com/sheet-pan-peruvian-chicken-thighs/,The Woks of Life,74.0,Entree,Latin/South American,5 (8 ratings),"Chicken thighs marinated in Peruvian aji verde spices and roasted on a sheet pan. Bright, punchy Latin flavors.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Mongolian Chicken,https://thewoksoflife.com/mongolian-chicken/,The Woks of Life,74.0,Entree,Asian,4.92 (72 ratings),"Crispy chicken in a sticky Mongolian sauce of soy, brown sugar, and garlic. Takeout-style classic made at home.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
String Bean Chicken,https://thewoksoflife.com/string-bean-chicken/,The Woks of Life,74.0,Entree,Asian,NR,Classic Chinese stir-fry with chicken and string beans in a savory garlic sauce. 20-minute Cantonese staple.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Hong Kong Baked Pork Chop Rice,https://thewoksoflife.com/hong-kong-baked-pork-chop-rice/,The Woks of Life,74.0,Entree,Asian,NR,"HK cha chaan teng classic: crispy baked pork chop over fried rice in a tomato sauce, baked with cheese.",,,,,,,,,,,,,,,,,,,,,,,,,Pork,Rice Dish
Vietnamese Pork Chops,https://thewoksoflife.com/vietnamese-pork-chops/,The Woks of Life,74.0,Entree,Asian,5 (5 ratings),"Pork chops marinated in a Vietnamese-style lemongrass and fish sauce blend, grilled until charred and fragrant.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Pork with Green Beans,https://thewoksoflife.com/pork-with-green-beans/,The Woks of Life,74.0,Entree,Asian,NR,"Ground pork stir-fried with green beans in a savory sauce. Quick, satisfying weeknight Chinese stir-fry.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Pork Egg Foo Young,https://thewoksoflife.com/pork-egg-foo-young/,The Woks of Life,74.0,Entree,Asian,5 (7 ratings),Fluffy Chinese-American pork and egg patties with a savory brown gravy. Retro comfort dish done authentically.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Grilled Chicken Breast,https://thewoksoflife.com/our-best-grilled-chicken-breast-recipe/,The Woks of Life,74.0,Entree,American,NR,Perfectly grilled chicken breast with a tested marinade for maximum juiciness. Versatile summer staple.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Grilled
Beef with Mushrooms and Bamboo Shoots,https://thewoksoflife.com/beef-with-mushrooms-and-bamboo-shoots/,The Woks of Life,74.0,Entree,Asian,NR,Classic Cantonese beef stir-fry with mushrooms and bamboo shoots in an oyster sauce. Authentic Chinese technique.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Honey Garlic Chicken,https://www.recipetineats.com/honey-garlic-chicken/,RecipeTin Eats,88.0,Entree,American,4.98 (765 ratings),Pan-seared chicken in a glossy honey garlic sauce. Nagi's go-to for weeknight crowd-pleasing results.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Chicken Tikka Masala,https://www.recipetineats.com/chicken-tikka-masala/,RecipeTin Eats,88.0,Entree,Indian,4.97 (233 ratings),Deeply spiced chicken tikka masala with a rich tomato-cream sauce. Nagi's meticulously tested version of the classic.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Beef Stir Fry with Vegetables,https://www.recipetineats.com/beef-stir-fry/,RecipeTin Eats,88.0,Entree,Asian,4.94 (136 ratings),Tender beef stir-fried with colorful vegetables in a savory sauce. Faster than takeout with restaurant flavor.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Stir-Fry
Carnitas,https://www.recipetineats.com/carnitas-slow-cooker-mexican-pulled-pork/,RecipeTin Eats,88.0,Entree,Latin/South American,4.96 (1096 ratings),Slow-cooker pork carnitas with crispy oven-finished edges. The definitive recipe for Mexican pulled pork.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Lemon Herb Mediterranean Chicken,https://www.recipetineats.com/lemon-herb-mediterranean-chicken-recipe/,RecipeTin Eats,88.0,Entree,Mediterranean,NR,"Greek-marinated chicken grilled or pan-seared with lemon, garlic, and herbs. Clean, vibrant, and endlessly versatile.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Chicken Schnitzel,https://www.recipetineats.com/chicken-schnitzel/,RecipeTin Eats,88.0,Entree,European,NR,"Properly thin, extra-crispy chicken schnitzel with the perfect breading technique. Austrian-inspired comfort food.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
One-Pan Chicken and Rice,https://www.recipetineats.com/chicken-and-rice-one-pan/,RecipeTin Eats,88.0,Entree,American,4.9 (428 ratings),Chicken thighs and seasoned rice cooked together in one pan. The rice absorbs all the chicken juices for maximum flavor.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Herb-Stuffed Slow Roasted Lamb Shoulder,https://www.recipetineats.com/herb-stuffed-slow-roasted-lamb-shoulder/,RecipeTin Eats,88.0,Entree,Mediterranean,5 (19 ratings),"Lamb shoulder stuffed with garlic and herbs, slow-roasted until pull-apart tender. Show-stopping centerpiece.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Roasted/Baked
Teriyaki Salmon,https://www.recipetineats.com/teriyaki-salmon/,RecipeTin Eats,88.0,Entree,Asian,4.96 (47 ratings),Salmon glazed with a homemade teriyaki sauce and caramelized under the broiler. Better-than-restaurant result.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Chicken Shawarma Bowl,https://pinchofyum.com/chicken-shawarma-bowl,Pinch of Yum,88.0,Entree,Mediterranean,NR,Spiced shawarma-marinated chicken over rice or greens with tahini drizzle and fresh veg. Meal-prep friendly bowl.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Crispy Baked Chicken Thighs,https://pinchofyum.com/crispy-baked-chicken-thighs,Pinch of Yum,88.0,Entree,American,NR,"Oven-baked chicken thighs with crackling skin and juicy interior. Simple seasoning, reliable technique.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Garlic Butter Steak and Potato Foil Packets,https://pinchofyum.com/garlic-butter-steak-potato-foil-packets,Pinch of Yum,88.0,Entree,American,NR,Steak and potatoes wrapped in foil with garlic butter and grilled. Easy camping-style dinner with rich flavor.,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Sheet Pan
Honey Lime Chicken,https://pinchofyum.com/honey-lime-chicken,Pinch of Yum,88.0,Entree,American,NR,"Grilled chicken in a bright honey-lime marinade. Quick weeknight dinner with a citrusy, sweet-tart glaze.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Sheet Pan Thai Chicken with Green Beans,https://pinchofyum.com/sheet-pan-thai-chicken-with-green-beans-and-peanut-sauce,Pinch of Yum,88.0,Entree,Asian,NR,"Sheet pan chicken and green beans with a punchy Thai peanut sauce drizzle. Easy, vibrant one-pan weeknight meal.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Easy Chicken Pad Thai,https://pinchofyum.com/easy-chicken-pad-thai,Pinch of Yum,88.0,Entree,Asian,NR,"Weeknight-friendly chicken pad Thai with rice noodles, a tamarind-based sauce, and all the classic toppings.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Noodles
Whole Roasted Chicken,https://pinchofyum.com/whole-roasted-chicken,Pinch of Yum,88.0,Entree,American,NR,Simple whole roast chicken with herb butter under the skin. Lindsay's straightforward approach to a weekly staple.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Garlic Butter Shrimp,https://natashaskitchen.com/garlic-butter-shrimp/,Natasha's Kitchen,80.0,Entree,American,NR,"Shrimp sautéed in a rich garlic butter sauce with fresh herbs. Ready in 10 minutes, looks and tastes impressive.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Entree
Tuscan Butter Salmon,https://natashaskitchen.com/tuscan-butter-salmon-recipe/,Natasha's Kitchen,80.0,Entree,Italian,NR,"Salmon fillets in a creamy Tuscan sauce with sun-dried tomatoes, spinach, and garlic. Restaurant quality at home.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Smothered Chicken,https://natashaskitchen.com/smothered-chicken/,Natasha's Kitchen,80.0,Entree,American,NR,Chicken thighs smothered in a rich onion and mushroom gravy. Southern-style comfort dish over mashed potatoes.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Teriyaki Chicken,https://natashaskitchen.com/chicken-teriyaki/,Natasha's Kitchen,80.0,Entree,Asian,NR,Glossy teriyaki-glazed chicken thighs with a homemade sauce. Better-than-takeout in under 30 minutes.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Pan Seared Salmon,https://natashaskitchen.com/pan-seared-salmon/,Natasha's Kitchen,80.0,Entree,American,4.98 (111 ratings),"Salmon seared in a hot skillet until golden with a lemony butter baste. Crispy skin, silky interior every time.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Pork Tenderloin with Garlic Herb Butter,https://natashaskitchen.com/pork-tenderloin/,Natasha's Kitchen,80.0,Entree,American,NR,Juicy pork tenderloin seared and finished in the oven with garlic herb butter. Elegant yet simple weeknight dinner.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
One Pan Chicken and Asparagus,https://natashaskitchen.com/chicken-asparagus-recipe/,Natasha's Kitchen,80.0,Entree,American,NR,"Chicken breast and asparagus cooked together in one skillet with a garlic butter sauce. Fast, clean, and satisfying.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Creamy Tuscan Chicken,https://therecipecritic.com/creamy-tuscan-chicken/,The Recipe Critic,80.0,Entree,Italian,5 (11 ratings),Chicken breasts in a creamy sun-dried tomato and spinach Tuscan sauce. One of the most popular restaurant-style chicken dishes at home.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Chicken Marsala,https://therecipecritic.com/chicken-marsala/,The Recipe Critic,80.0,Entree,Italian,NR,Classic chicken marsala with a rich mushroom-marsala wine sauce. Italian-American comfort food at its best.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Honey Garlic Butter Shrimp,https://therecipecritic.com/honey-garlic-butter-shrimp/,The Recipe Critic,80.0,Entree,American,NR,Shrimp cooked in a sticky honey garlic butter sauce in under 15 minutes. A weeknight standby with huge flavor payoff.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Entree
One Pan Garlic Herb Chicken and Asparagus,https://therecipecritic.com/one-pan-garlic-herb-chicken-and-asparagus/,The Recipe Critic,80.0,Entree,American,NR,"Garlic herb chicken and asparagus cooked in one skillet. A lean, clean weeknight dinner with minimal cleanup.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Blackened Chicken,https://therecipecritic.com/blackened-chicken/,The Recipe Critic,80.0,Entree,American,4.84 (6 ratings),Chicken breasts coated in a bold Cajun blackening spice blend and seared until smoky and charred.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Sheet Pan Chicken and Veggies,https://therecipecritic.com/sheet-pan-garlic-herb-chicken-and-veggies/,The Recipe Critic,80.0,Entree,American,NR,Chicken thighs with colorful vegetables tossed in garlic herb seasoning and roasted on one sheet pan.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Beef and Broccoli,https://www.budgetbytes.com/beef-and-broccoli/,Budget Bytes,82.0,Entree,Asian,NR,Tender beef slices and broccoli in a savory brown sauce. Better-than-takeout flavor at a fraction of the cost.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Lemon Herb Chicken Thighs,https://www.budgetbytes.com/lemon-herb-chicken-thighs/,Budget Bytes,82.0,Entree,American,NR,"Oven-baked chicken thighs with a lemon herb marinade. Reliable, budget-friendly weeknight dinner.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Thai Peanut Chicken,https://www.budgetbytes.com/peanut-chicken/,Budget Bytes,82.0,Entree,Asian,NR,"Chicken coated in a thick, creamy peanut sauce with a hint of chili. Easy weeknight meal with big satay flavor.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Southwest Chicken Skillet,https://www.budgetbytes.com/southwest-chicken-skillet/,Budget Bytes,82.0,Entree,American,4.74 (215 ratings),"One-skillet chicken with black beans, corn, and salsa. Hearty, colorful, and packed with Southwest flavor.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Sheet Pan Teriyaki Chicken,https://www.budgetbytes.com/sheet-pan-teriyaki-chicken/,Budget Bytes,82.0,Entree,Asian,NR,Chicken drumsticks and vegetables glazed in homemade teriyaki sauce and roasted on a sheet pan.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Easy Shakshuka,https://www.budgetbytes.com/shakshuka/,Budget Bytes,82.0,Entree,Mediterranean,4.25 (4 ratings),Eggs poached in a spiced tomato-pepper sauce. A protein-rich one-pan Mediterranean meal for any time of day.,,,,,,,1,,,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,1,Replace honey with a liquid allulose sweetener.,Egg,One-Pan
Slow Cooker Chicken Thighs,https://www.budgetbytes.com/slow-cooker-chicken-thighs/,Budget Bytes,82.0,Entree,American,NR,Chicken thighs slow-cooked until fork-tender in a savory herb broth. Budget-friendly set-and-forget dinner.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Slow-Cooked
Garlic Butter Chicken,https://cafedelites.com/garlic-butter-chicken/,Cafe Delites,83.0,Entree,American,NR,Chicken breasts pan-seared and basted in a rich garlic herb butter sauce. Simple and deeply satisfying.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
